name,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
703,587731513693700308,51.15464158,0.75039538,2738,40,5,260,STAR,21.353832,21.0137,21.05541,20.816721,20.310339
704,587742059995201690,175.16372137,21.14697017,5194,40,1,402,STAR,19.802828,19.23134,19.044003,19.0233,18.843536
705,587735666929238159,247.2608131,37.40856554,3705,40,5,293,STAR,19.360264,19.146412,18.978464,19.025446,18.889694
706,588007005802004555,242.53222019,50.04023832,1345,41,5,581,STAR,19.22127,19.247149,19.313368,18.978163,18.879847
707,587729971258196129,235.86577383,-1.49268393,2379,40,4,178,STAR,18.672995,18.342567,17.944439,17.892239,17.849949
708,587729159506165802,201.31564384,5.0844797,2190,40,4,129,STAR,18.864351,18.6719,18.638731,18.545586,18.386456
709,587732701790666797,156.80899818,6.12421324,3015,40,2,285,GALAXY,18.21492,18.262812,17.990244,17.803242,17.313454
710,587732483817013286,162.45169855,48.07968099,2964,40,4,223,STAR,18.924044,18.723679,18.623997,18.677048,18.551571
711,587735044152688668,136.31943616,34.15592122,3560,40,5,197,STAR,17.890873,17.776485,17.786369,17.612621,17.59548
712,587730817901592690,343.6375985,-8.85589562,2576,40,5,147,STAR,19.036745,18.714104,18.415979,18.52327,18.491877
713,587731511537959013,32.34165843,-0.91542095,2738,40,1,134,STAR,19.624361,19.944006,19.293472,19.432686,19.442438
714,587739375635005537,160.29329969,31.40078198,4569,40,1,316,STAR,20.059614,19.947254,19.834234,19.605902,19.514385
715,587736584426160201,210.27843226,38.81757755,3919,40,2,57,STAR,19.030865,18.824512,18.793234,18.945545,18.806866
716,587741817315065950,139.96410937,18.77518752,5137,40,5,181,STAR,19.174034,18.96895,18.849525,18.931969,18.722948
717,587741532239233201,147.53296013,23.96908527,5071,40,2,221,STAR,23.105495,20.268681,19.960751,20.119503,20.056173
718,587736478663508001,214.42247275,11.50191613,3894,40,5,71,STAR,19.279215,19.228579,19.010035,19.124187,19.234116
719,587745540514316397,141.76450391,13.15395027,6004,40,4,173,STAR,19.168303,19.222919,19.195982,18.847479,18.744503
720,587738411398266931,148.03719979,12.82192093,4344,40,5,63,STAR,19.689762,19.39147,19.157724,19.035648,18.848076
721,587739719769587834,233.00282265,20.22722787,4649,40,2,321,STAR,19.125887,18.842272,18.298443,18.131241,18.124155
722,587742013268623376,147.89821077,17.7666177,5183,40,2,115,STAR,18.634651,18.105528,18.021894,17.861652,17.74851
723,587734623238684796,122.52668203,27.4962391,3462,40,5,87,STAR,18.310064,18.180508,18.169956,17.863438,17.900454
724,587742627983327302,211.55858862,15.51047174,5326,40,3,77,STAR,19.654778,18.937735,18.533762,18.461973,18.034376
725,587722982285246514,198.95527516,-0.7205588,752,40,2,370,STAR,19.17177,19.115391,19.147165,18.974051,18.856201
726,587741421099155486,126.44616531,18.20794435,5045,40,3,102,STAR,19.118507,18.776043,18.876518,18.650068,18.529194
727,588297864188526608,161.26219821,44.75518787,3530,42,3,276,STAR,19.22871,19.117825,18.926405,19.014486,18.998724
728,588015509830762682,56.0145174,0.57414444,3325,41,5,482,STAR,20.051233,19.813587,19.487436,19.297483,19.008753
729,588015509270364350,2.34248277,0.09878538,3325,41,4,123,STAR,21.077873,20.743986,20.548651,20.422634,19.97732
730,587739707939422212,197.0166953,29.84107243,4646,40,4,31,STAR,19.180746,19.05467,18.667744,18.589651,18.736921
731,587739720291778594,197.24631794,29.09959429,4649,40,3,97,STAR,19.4053,18.93412,18.767807,18.808386,18.691597
732,587722984441708867,219.50827294,0.97253509,752,40,6,507,STAR,20.398315,19.935751,19.958027,19.670662,19.457119
733,587732772119052343,158.8901589,9.45519081,3031,40,5,259,STAR,19.713259,19.625408,19.280006,19.096491,19.029015
734,587748929240039576,178.53227501,0.18707065,6793,40,4,120,STAR,19.880419,19.353909,18.731464,18.40275,18.45109
735,588010137341394979,139.74573043,54.72443101,2074,41,6,144,STAR,19.575989,18.95916,18.870289,18.851511,18.697348
736,587734949115920724,123.04028681,6.14640045,3538,40,4,35,STAR,20.338545,20.130667,20.03727,19.805065,19.507524
737,587735696447635510,201.20941737,56.63257768,3712,40,4,148,STAR,19.289917,18.823458,18.649557,18.629721,18.696735
738,587726101493317900,236.18649837,3.2413615,1478,40,4,188,STAR,20.253403,20.055504,19.903755,19.674004,19.630682
739,587737807965192225,138.02289246,60.44079599,4204,40,1,213,STAR,19.538652,19.336676,19.099995,19.16078,19.161909
740,587742061630456124,234.406026,15.27258189,5194,40,4,778,STAR,22.4494,20.602114,19.241861,19.28849,19.247934
741,587729408073990258,240.50878492,49.9845401,2248,40,3,77,STAR,18.840822,18.614534,18.487946,18.360657,18.230032
742,588017702386597956,163.67797018,10.72239926,3836,41,1,101,STAR,19.512934,19.18848,18.951643,18.828594,18.846151
743,587739607566057578,217.15930656,27.23983917,4623,40,1,359,STAR,19.909752,19.501595,19.121634,18.911375,18.809927
744,587738570318282848,194.88276126,15.47848692,4381,40,5,158,STAR,19.816908,19.834097,19.848316,19.570633,19.380299
745,588009366404202536,155.61308051,58.51515701,1895,41,2,288,STAR,20.469505,20.40695,20.432028,20.187649,20.164387
746,588298663043727448,207.45875723,45.03676588,3716,42,3,143,STAR,18.973097,18.789095,18.773535,18.801043,18.736561
747,588017627230044325,187.96989926,45.51259724,3818,41,5,183,STAR,21.943632,19.963091,19.713097,19.613195,19.639229
748,587735344252977642,121.82075723,6.08885142,3630,40,4,36,STAR,20.36775,20.216055,19.852179,19.747362,19.755608
749,587739719771226202,236.72666063,18.91312847,4649,40,2,346,STAR,19.191669,18.95837,18.852213,18.820721,18.806665
750,587745540507500572,126.17012725,9.57034382,6004,40,4,69,STAR,19.258648,19.140394,18.886797,18.878008,19.047352
751,588017566557077560,169.85472539,12.25894309,3804,41,4,83,STAR,19.32641,19.089956,19.058149,18.911257,18.742903
752,587732053773582384,119.55744763,28.27160676,2864,40,3,73,STAR,19.628138,19.078659,18.724785,18.401094,18.363729
753,587739406233960695,154.65783722,30.37376994,4576,40,2,275,STAR,20.020243,20.036953,20.049488,19.865948,19.652058
754,587742190974271507,173.1141259,25.15287436,5224,40,5,136,STAR,19.451357,19.253838,19.126125,19.065088,19.049704
755,587735343718531529,127.47469982,6.70000898,3630,40,3,73,STAR,20.255886,19.785967,19.879507,19.872963,19.598003
756,587731513687998596,38.10195509,0.64340906,2738,40,5,173,STAR,20.365629,19.822727,19.747898,19.751806,19.429392
757,588017724408135728,202.62435097,6.39693231,3841,41,2,251,STAR,18.758543,18.731583,18.656946,18.469193,18.431082
758,587725073919377497,141.6253993,-0.73584502,1239,40,2,142,STAR,19.562967,19.408804,19.335707,19.030832,18.924379
759,587731186201198599,353.74048723,-0.14776432,2662,40,3,241,STAR,19.448385,19.46656,19.400537,19.180256,18.983824
760,588017947750105115,210.79716888,38.98887931,3893,41,2,307,STAR,19.130108,18.883955,18.882797,18.71331,18.711536
761,587729970718244929,228.78391667,-2.10112202,2379,40,3,131,STAR,19.829559,19.588524,19.244078,19.196472,19.168568
762,587739158184722458,134.18737121,26.19573472,4518,40,4,48,STAR,19.305059,18.729855,18.7213,18.516893,18.167233
763,588015508198260790,6.04857848,-0.73002702,3325,41,2,148,STAR,18.432137,18.195578,18.045294,17.858955,17.888351
764,587736547384295567,223.99261851,6.6521018,3910,40,5,91,STAR,18.667995,18.179148,18.098448,17.973568,17.876324
765,588848899893952765,137.26885449,-0.04292742,756,44,3,143,STAR,20.68615,20.436131,20.389872,20.141447,20.013058
766,587727179003068436,38.71431701,-8.66808833,1729,40,3,338,STAR,19.424231,19.195765,19.19606,19.077728,19.247658
767,587735343179563263,122.78117956,5.35640623,3630,40,2,41,STAR,19.505497,19.300854,19.025433,18.963646,18.93581
768,587731187813712048,358.18546485,1.17995076,2662,40,6,270,STAR,20.148279,19.923721,19.907768,19.768351,19.873135
769,587735344802693273,151.20935313,11.15819444,3630,40,5,232,STAR,20.072287,19.763943,19.369833,19.545511,19.549351
770,587737809029890162,116.22756876,44.31761536,4204,40,3,75,STAR,17.89851,17.763111,17.614187,17.497639,17.302204
771,587731173035606937,309.21943647,-0.47924491,2659,40,2,54,STAR,20.004728,19.816975,19.586815,19.594488,19.467678
772,587728881412669451,150.89468401,5.04224119,2125,40,6,215,STAR,17.067017,16.888496,16.766424,16.61639,16.652639
773,587741816251744368,165.07508833,23.30149452,5137,40,3,340,STAR,18.219357,17.966888,17.737642,17.668095,17.736191
774,588017627773665354,209.52983473,43.33505136,3818,41,6,286,STAR,19.241808,19.222462,19.276075,19.019951,18.960035
775,587746214819463511,258.81953863,34.44534417,6161,40,4,101,STAR,19.207193,19.081696,18.995325,18.752102,18.746075
776,587738411406590040,167.60010988,15.08422083,4344,40,5,190,STAR,18.795746,18.771006,18.526836,18.521091,18.636578
777,587724648717680677,174.31385335,-2.90989302,1140,40,2,143,STAR,18.494677,18.439198,18.330044,17.957176,17.918938
778,587735428545249343,203.18849229,47.37295623,3650,40,1,90,STAR,18.187347,17.732491,17.401577,17.121935,16.87878
779,587737810646139038,125.54093939,55.87867142,4204,40,6,161,STAR,19.15415,18.918615,18.785732,18.510771,18.370899
780,587724232644231293,25.46520947,14.02714394,1043,40,3,166,STAR,19.58198,19.328739,19.33868,19.130371,18.84586
781,587725552806854700,120.64956695,47.85945042,1350,40,6,121,STAR,18.330557,18.071218,17.964542,17.783417,17.440794
782,587739376698261518,134.49725639,23.91416479,4569,40,3,156,STAR,19.663353,19.387205,19.246359,19.117409,19.125731
783,587734893831192634,190.04503982,10.73659054,3525,40,5,233,STAR,18.487331,18.158689,18.151899,18.253624,18.196154
785,588009371225817221,173.60122022,61.66680233,1896,41,3,132,STAR,20.152746,19.915663,19.894367,19.813992,19.766819
787,587729226616340568,241.56958275,51.415474,2206,40,1,149,GALAXY,18.954077,18.600878,17.542912,17.103718,16.662502
788,587741727648645124,175.27319163,25.8849728,5116,40,6,44,STAR,18.797712,18.431067,18.289389,18.382093,18.286993
789,587742060534759484,181.75801695,21.69031174,5194,40,2,443,GALAXY,19.163006,18.939461,18.953886,18.719299,18.31918
790,587734305956495403,344.64514721,0.88298756,3388,40,6,217,STAR,19.112627,18.812115,18.628403,18.367996,18.275118
791,587735343188017413,142.04422712,8.60842861,3630,40,2,170,STAR,20.155579,19.827398,19.742029,19.80151,19.552135
792,587725816954093629,205.32600747,65.69419165,1412,40,2,224,STAR,17.623837,17.487753,17.294983,17.215565,17.279501
793,758877310359769109,306.76594764,14.38557401,4836,648,5,25,STAR,20.78718,19.579424,19.335506,19.251001,19.215042
794,587727943492829282,140.35162034,1.64295777,1907,40,3,118,STAR,19.220215,18.994394,18.974491,18.772749,18.792561
795,587742551212818541,208.12500866,18.78687844,5308,40,4,108,STAR,21.669775,19.634583,19.344065,19.273636,19.256765
796,587741391033991324,140.21057835,24.06863441,5038,40,3,96,STAR,20.608704,20.302431,20.189651,20.095749,20.084839
797,587726879418417512,331.50761116,-7.55338305,1659,40,5,175,STAR,20.011032,19.382046,19.069662,18.893942,18.646685
798,588015509823881228,40.26356584,0.45759966,3325,41,5,377,STAR,19.780125,19.324457,18.899088,18.575476,18.510355
799,587726015606947910,182.62015024,2.9150586,1458,40,4,386,GALAXY,19.584942,19.13059,18.695526,18.377626,18.108091
800,587739406258405703,219.84337887,29.16574701,4576,40,2,648,STAR,25.929632,21.21023,20.25465,20.162386,20.117083
801,588010359606542352,142.00049233,3.98781666,2126,41,4,153,STAR,18.622091,18.368649,18.102556,18.08572,18.027586
802,588007005808623979,254.83323936,37.72575529,1345,41,5,682,STAR,20.075754,19.703339,19.24807,19.164623,19.127571
803,587737825140473867,125.16123218,52.45176366,4208,40,1,143,STAR,18.854988,18.229269,18.175865,18.172421,17.953682
804,587735348548534767,123.19819255,7.37111665,3631,40,4,45,STAR,20.446766,20.304844,20.366138,20.080797,20.064703
805,587725471209357354,137.29209067,56.5074012,1331,40,6,226,STAR,19.117109,18.998034,18.861752,18.713854,18.511538
806,587736783611756801,251.67833124,26.23253073,3965,40,5,156,STAR,19.764051,19.316236,19.2808,19.07926,19.112244
807,587726878876762187,320.44984271,-6.7629346,1659,40,4,102,STAR,19.203365,18.811478,18.578535,18.561056,18.339695
808,588017726809309322,168.59974592,8.18579195,3841,41,6,26,STAR,19.687572,19.493038,19.03824,18.985338,19.105154
809,587729774758199515,211.59354156,-1.20855557,2333,40,6,98,GALAXY,20.364796,19.697031,19.034012,18.771954,18.602903
810,587741532785541142,170.85341573,29.17029644,5071,40,3,365,STAR,18.146477,17.935656,17.782106,17.847494,17.801224
811,587736962920415267,214.57970712,33.48575195,4007,40,3,61,STAR,18.732327,18.514259,18.437937,18.328354,18.392614
812,587736585517793745,252.29366894,19.61334779,3919,40,4,330,STAR,20.632946,20.389524,20.218052,19.991825,19.972778
813,587739844844781625,213.36945589,22.23494215,4678,40,3,81,STAR,18.100075,17.961645,17.883202,17.716787,17.706724
814,588017604160847879,224.4368122,37.06106618,3813,41,2,431,STAR,18.615807,18.462919,18.368477,18.337063,18.177999
815,587734304880001256,338.37044222,0.01787199,3388,40,4,175,STAR,20.011477,19.682266,19.389633,19.243227,18.931404
816,587742191522086947,200.83851872,25.00762126,5224,40,6,303,STAR,19.198858,17.995752,17.901033,17.863569,17.791353
817,587739720299315217,216.29090605,25.89012112,4649,40,3,212,STAR,19.398327,19.08017,18.941376,18.721619,18.74542
818,587745243628371994,150.797885,16.33802969,5935,40,3,229,GALAXY,19.001131,18.581242,18.161495,18.066849,17.534824
819,587731511548379317,56.15620683,-0.94721866,2738,40,1,293,STAR,20.45941,20.179602,19.981121,19.872765,19.962885
820,587729971792052474,228.93319785,-1.31427824,2379,40,5,132,STAR,20.959854,20.496374,19.842989,19.322002,18.769665
821,587732583663468574,154.72554309,57.44659479,2987,40,6,47,STAR,19.024837,18.739162,18.773626,18.634968,18.433887
822,588018252677972049,223.62345127,44.72126806,3964,41,2,81,STAR,19.489141,19.221659,18.936794,18.922016,18.948656
823,587727231060607153,28.30759479,-8.97238194,1741,40,4,49,STAR,19.465958,18.932507,19.006735,19.089073,18.798944
824,587727942418628695,139.26984388,0.88737496,1907,40,1,111,STAR,19.29604,19.068417,19.052441,18.8321,18.872902
825,587739380997947606,242.16638588,20.72424831,4570,40,3,228,STAR,20.729801,20.244301,20.245914,20.014116,19.71302
826,587725503411847277,259.0940934,55.20372749,1339,40,2,77,GALAXY,18.281645,18.219698,17.799866,17.746086,17.209333
827,588017949895950358,206.70227226,41.58800999,3893,41,6,282,STAR,19.031387,18.966629,18.837484,18.78277,18.406273
828,588018252689965242,250.28790194,27.60576863,3964,41,2,264,STAR,19.461493,19.197964,19.151558,18.881371,18.808889
829,587731186742460584,3.86053112,0.30366569,2662,40,4,308,STAR,19.857578,19.587753,19.408772,19.525793,19.63818
830,588017720646697029,190.08480273,41.99216909,3840,41,3,200,STAR,19.400011,18.978575,19.049898,18.874022,18.959356
831,587744729298501661,139.14549388,16.87948369,5815,40,5,114,STAR,19.208479,18.540194,18.013319,17.585798,17.349783
832,587741709943177408,141.58331604,21.59497364,5112,40,5,216,STAR,23.922831,20.599634,19.675653,19.501913,19.530552
833,587732702868144195,165.38658247,7.33989789,3015,40,4,342,STAR,19.01339,18.589834,18.611946,18.515978,18.591005
834,587742772950663240,186.26340766,16.40188157,5360,40,1,263,STAR,18.073528,17.80978,18.057671,17.926098,17.959106
835,587730845813899979,313.64403641,-1.10691094,2583,40,1,71,STAR,21.013464,20.450365,19.58951,19.336952,19.066156
836,587735694842855441,221.26197201,50.4032562,3712,40,1,237,STAR,19.45182,19.035002,18.814302,18.523762,18.463243
837,588009366404202507,155.71646061,58.47230723,1895,41,2,288,STAR,19.204874,19.135214,19.090425,18.844091,18.856743
838,587737809568923821,119.43358229,48.84097031,4204,40,4,108,STAR,19.381855,19.055801,18.864655,18.706024,18.742237
839,588010136806097045,145.33898278,56.67909589,2074,41,5,168,STAR,19.173283,19.139347,19.229622,19.061096,18.825111
840,758877155745595687,18.2721036,26.21522383,4800,648,5,96,STAR,21.83218,20.871902,20.135954,19.706007,19.632847
841,588011219140345925,225.35264374,56.33048036,2326,41,5,206,STAR,18.672657,18.529551,18.356581,18.169338,18.109543
842,587742190974992426,174.97898517,25.11902752,5224,40,5,147,STAR,17.579342,17.23942,17.181395,17.229391,17.130894
843,587732591180447776,190.24881466,60.24050584,2989,40,4,59,STAR,19.064653,18.776949,18.88825,18.721863,18.670565
844,588017991761789021,200.55237925,9.95244374,3903,41,4,128,STAR,18.916069,18.449825,18.299671,18.11421,18.109743
845,587732053240774759,127.83198227,34.43789631,2864,40,2,135,STAR,19.282778,19.107012,19.060333,18.95084,18.700649
846,587739407871049741,225.27312823,28.77920999,4576,40,5,679,STAR,18.877016,18.852394,18.681192,18.845764,18.868637
847,587732136457994344,177.01471376,53.01293261,2883,40,5,169,STAR,19.513884,19.311089,19.154783,18.966284,18.747673
848,587726014545068057,209.67262544,1.72125366,1458,40,2,567,STAR,17.990547,17.872765,17.816975,17.620485,17.547138
849,588007005255827534,211.09350621,62.87295939,1345,41,4,439,STAR,19.146666,19.001995,18.694162,18.631096,18.660852
850,587727223011475552,330.18322882,13.05441289,1739,40,5,109,STAR,19.502993,19.219444,18.895563,18.963697,18.946499
851,588017627234959581,203.80353443,44.07147427,3818,41,5,258,STAR,22.544992,19.964142,19.656214,19.624861,19.639391
852,587725469056499979,125.8147015,46.36597695,1331,40,2,144,STAR,19.961628,19.609194,19.474625,19.411596,19.09326
853,587742865278435368,160.9748017,16.83600352,5381,40,5,49,STAR,19.54796,18.915039,18.026052,17.511625,17.223125
854,587739377236639998,137.73430695,25.76323348,4569,40,4,179,STAR,19.846554,19.725712,19.452824,19.068447,19.157076
855,588017948812705833,177.31553047,42.55722661,3893,41,4,137,STAR,19.772812,19.104021,18.853807,18.495487,18.572422
856,587742901793456261,199.07386766,16.13684985,5390,40,1,168,STAR,19.310923,18.681225,18.767836,18.686575,18.408909
857,588018056186757256,215.03222411,48.81202471,3918,41,4,135,STAR,25.361059,19.760956,19.335403,19.300991,19.219969
858,587739706888225233,250.07756933,13.10838886,4646,40,2,375,STAR,20.552284,20.402815,20.209978,20.016853,20.137859
859,587727942952288263,131.85587765,1.05876386,1907,40,2,62,STAR,19.141497,19.006018,18.943159,18.992758,18.909472
860,587735343188672686,143.45125381,8.79276662,3630,40,2,180,STAR,20.424679,20.264387,20.239302,20.102163,20.021854
861,587726033859379271,180.4484189,3.33640185,1462,40,6,368,STAR,20.252954,19.822863,19.393126,19.024189,19.051977
862,587731185124442262,346.93752737,-0.85631965,2662,40,1,195,STAR,20.029299,20.027082,19.940838,19.648701,19.677805
863,587735348554039430,135.71342117,10.12491824,3631,40,4,129,STAR,19.432341,19.196739,18.988913,18.932234,18.963108
864,588017977820315729,187.96403704,39.18777931,3900,41,2,390,STAR,20.526093,20.207664,20.242819,20.008127,19.577179
865,587731185664196621,353.45518087,-0.56544754,2662,40,2,239,STAR,18.973875,18.814566,18.701902,18.563471,18.40064
866,588007005793157126,213.29768373,62.81940729,1345,41,5,446,STAR,18.945032,18.974981,18.924082,18.666307,18.626705
867,587734303264735713,327.80670665,-1.20162157,3388,40,1,104,STAR,21.066294,20.718578,20.61887,20.438215,20.563229
868,587729776368025657,208.74727571,-3.17551498,2334,40,1,86,STAR,19.237259,19.049126,18.747852,18.598339,18.624128
869,588010880378011673,199.02301516,5.74358093,2247,41,6,255,STAR,19.203085,18.934725,19.094131,18.96698,18.955803
870,587732702337958088,180.73516568,7.34414828,3015,40,3,444,STAR,25.40242,23.781349,21.424742,19.725109,19.768353
871,587745541595332671,158.51218075,16.85537178,6004,40,6,284,STAR,19.344131,19.237236,19.252739,19.166037,19.018747
872,587727180077596727,40.49971143,-7.55524814,1729,40,5,350,STAR,18.122726,17.824837,17.606827,17.471872,17.352356
873,587732483808624666,138.36761157,39.7455512,2964,40,4,95,STAR,18.683994,17.915289,17.562235,17.339184,17.389702
874,588007003655307273,242.30794868,47.69214572,1345,41,1,593,STAR,19.077831,19.106789,18.789351,18.707531,18.718964
875,587736478134894950,233.33802097,8.41343787,3894,40,4,197,STAR,23.051987,22.240017,20.303335,20.049307,19.322248
876,587728932417175592,135.08904913,49.10598103,2137,40,5,242,STAR,18.940676,18.703583,18.582186,18.50106,18.270395
877,588848899915513939,186.53343659,-0.10063021,756,44,3,472,GALAXY,18.880075,18.6558,18.084908,17.942383,17.942293
878,587732771598565564,196.84774948,9.96434488,3031,40,4,509,STAR,20.014938,19.349281,18.915047,18.623957,18.412275
879,588017704005140579,182.03201214,12.76731835,3836,41,4,222,STAR,19.273289,19.011759,18.864042,18.685577,18.581388
880,588016840706228730,120.49997006,21.65223853,3635,41,4,62,STAR,20.354881,20.309652,19.905355,19.84264,19.893723
881,588018253228671253,253.86877074,24.83085541,3964,41,3,292,STAR,19.601963,19.468899,18.835548,18.98473,19.049305
882,588015509815361714,20.83626866,0.42731316,3325,41,5,247,STAR,20.297009,20.072697,20.002291,19.767382,19.723246
883,587742189375258770,202.21113713,23.16398339,5224,40,2,313,STAR,21.617193,19.206963,18.718552,18.596809,18.581602
884,587730022262637164,237.58712011,4.33665364,2391,40,3,204,STAR,25.739029,22.392393,21.022327,19.948097,20.542303
885,587733399707975833,213.58974175,52.49448152,3177,40,6,58,STAR,19.814421,19.200493,18.795259,18.637449,18.317223
886,587726032266002460,219.85765321,1.73969279,1462,40,3,631,STAR,19.359283,19.203856,18.988949,18.963655,18.929819
887,587727225690259597,0.349846,-10.41614666,1740,40,2,24,STAR,18.518787,18.401463,18.20186,18.248285,18.172316
888,587739646741250178,157.42189822,29.0066983,4632,40,2,109,STAR,19.945641,19.616035,19.360888,19.082806,18.833057
889,587725816422793274,228.85044824,58.86830819,1412,40,1,309,STAR,19.182377,19.071459,18.80233,18.74168,18.736261
890,587742572684574780,168.20432189,19.32823231,5313,40,4,61,STAR,19.414669,19.168596,18.919121,18.92594,18.992382
891,587742060551798806,222.80071826,17.26711726,5194,40,2,703,STAR,19.08127,18.515837,18.522728,18.590761,18.332893
892,587739407340142872,238.86748392,22.55195812,4576,40,4,770,STAR,19.963743,19.534662,19.283575,18.93499,18.889891
893,587733399711645727,225.13246183,48.61303552,3177,40,6,114,STAR,17.122856,16.750063,16.349442,16.35849,16.27354
894,587725550668480632,148.34769496,61.82792851,1350,40,2,260,STAR,20.494183,20.189787,20.218967,20.073902,19.998657
895,588010879844089907,205.77730493,5.09788166,2247,41,5,300,STAR,19.367357,19.268507,19.235403,19.045673,18.987537
896,588010879308791833,209.35947787,4.59485899,2247,41,4,324,STAR,17.310373,17.191267,16.968102,16.89485,16.924139
897,587725041710268479,197.73161121,-1.45680397,1231,40,6,190,STAR,19.394011,18.882296,18.65864,18.730013,18.608379
898,587732050556092445,141.31417767,49.59439522,2863,40,5,130,STAR,19.675274,19.181784,18.912766,18.825123,18.839682
899,587732470924967977,130.14577574,34.45361271,2961,40,4,114,STAR,18.797359,18.596008,18.401056,18.25,18.239746
900,588023669704163403,173.21917814,19.98989602,5225,41,4,61,STAR,18.60487,18.036179,17.681564,17.592382,17.40028
901,758884906012442908,106.84631218,11.94230484,6605,648,1,71,STAR,18.941853,18.900396,18.819889,18.611887,18.413401
902,588017115586756673,202.6174061,46.30499727,3699,41,4,102,STAR,19.290806,19.012156,18.927925,18.936689,18.82139
903,587741725513809936,206.94100238,22.81519595,5116,40,2,237,STAR,19.663036,19.026545,18.675503,18.317667,18.077423
904,587732581517951008,163.51710482,57.67214836,2987,40,2,77,STAR,18.33906,18.201748,18.038994,18.074253,18.112411
905,587733398095790107,207.22424712,52.66873013,3177,40,3,34,STAR,19.157223,19.049347,19.12492,18.924463,18.624901
906,587735695375007770,205.17001416,55.06391711,3712,40,2,165,STAR,18.929531,18.958359,18.840908,18.872433,19.01232
907,588017979954626625,149.93708703,35.53258069,3900,41,6,189,STAR,19.49194,19.036453,19.016109,19.002968,18.841827
908,587735742618796075,245.52408447,27.6522001,3723,40,2,152,STAR,19.06938,18.680548,18.603607,18.600145,18.514624
909,587732134301728854,148.45582238,45.19260059,2883,40,1,35,STAR,19.316515,18.991896,18.774546,18.439047,18.436903
910,587731680653672632,129.02591835,39.1518735,2777,40,4,155,STAR,19.813658,19.618252,19.552546,19.382299,19.234852
911,587727179005427786,44.12585221,-8.17672491,1729,40,3,374,STAR,20.113235,19.975821,19.766609,19.764906,19.773739
912,587741600952615052,170.32327167,26.02092649,5087,40,2,128,STAR,20.232069,18.588835,18.444706,18.336821,18.297136
913,587725816953503760,201.98493652,65.97391992,1412,40,2,215,STAR,18.254272,17.906494,17.80348,17.72864,17.569227
914,587741532238905473,146.68208474,23.88999904,5071,40,2,216,STAR,19.274355,19.188629,19.037901,19.088432,19.116388
915,587729158986268906,240.10089112,2.79898373,2190,40,3,388,STAR,20.237974,20.108973,19.769943,19.665079,19.575413
916,587739609154977871,160.07820572,30.12141616,4623,40,4,28,STAR,20.451921,20.439074,20.390451,20.329468,20.026461
917,587732770522726458,191.98158936,9.22422717,3031,40,2,477,STAR,19.363863,19.085218,18.998667,18.801777,18.729986
918,587736542018863129,216.54695493,8.27137844,3909,40,3,141,STAR,18.477659,18.401299,18.43124,18.142218,18.180075
919,587727223546118399,324.98409,12.84133898,1739,40,6,75,GALAXY,19.044312,18.85684,18.638554,18.383072,18.000034
920,587739610248446029,212.8742024,30.4661018,4623,40,6,329,STAR,18.680557,18.408581,18.373627,18.250212,18.246363
921,587732482206531586,163.38548517,47.01043286,2964,40,1,225,STAR,19.438162,19.110798,19.016701,18.794941,18.756086
922,587742014878908545,146.81060273,18.84245495,5183,40,5,110,STAR,20.276161,19.914623,19.857395,19.977516,19.694487
923,587739303140065390,175.99537259,34.10903125,4552,40,2,51,STAR,19.946791,19.315924,18.809132,18.536924,18.416729
924,587739115242586276,136.52019881,27.0556985,4508,40,4,163,STAR,19.291357,19.372044,19.340914,19.073172,18.832607
925,588848900432134344,140.25124926,0.38968602,756,44,4,163,STAR,20.686747,19.76103,19.411707,19.32346,18.879406
926,588023669175353486,192.76984761,19.76961692,5225,41,3,184,STAR,20.119295,20.126579,20.162868,20.009609,19.668163
927,587731185130995858,1.8242629,-0.86049404,2662,40,1,295,STAR,19.799259,19.481567,19.536694,19.24404,19.056337
928,587736808305000532,215.60986116,12.6085607,3971,40,3,113,STAR,19.412584,19.147429,19.010567,18.82723,18.812664
929,588011101568958576,235.86230028,49.75350967,2299,41,2,257,STAR,20.348284,20.441717,20.369633,20.576403,20.621302
930,587729970720997608,235.07590667,-1.94334693,2379,40,3,173,STAR,20.84618,20.446177,20.400778,20.154371,20.070307
931,588011101565354040,225.57273952,54.95013469,2299,41,2,202,STAR,18.171848,18.062008,18.03277,17.790564,17.789671
932,588017110213656700,156.80852114,43.16101787,3698,41,2,35,STAR,20.58042,20.349245,20.242912,19.975245,20.006756
933,587745402529317439,120.74150069,7.46814607,5972,40,3,33,STAR,21.35862,20.236122,19.679394,19.189209,18.885197
934,588017110750527508,156.57408655,43.58606719,3698,41,3,35,STAR,19.468506,19.20113,19.12969,18.91041,18.952332
935,587735743154159801,242.87162979,30.08389906,3723,40,3,129,STAR,19.48587,19.244745,19.212753,19.069893,19.079405
936,587731512619106426,49.18979368,-0.09815822,2738,40,3,247,STAR,20.693138,19.862455,19.346476,19.115597,19.05328
937,587732577774796852,164.36606953,6.64690905,2986,40,3,305,STAR,18.416094,18.265121,18.163425,18.044239,17.944788
938,588017979416248343,146.34485754,33.75613861,3900,41,5,166,STAR,18.804289,18.801178,18.837925,18.827681,18.554844
939,587739131342553167,207.38042843,34.92389516,4512,40,2,69,STAR,19.280001,18.80303,18.385866,18.0522,17.870686
